Domain,Having_IP,Have_At_Sign,URL_Length,URL_Depth,Redirection,HTTP_in_Domain,TinyURL,Prefix_Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,Iframe,Mouse_Over,Right_Click,Web_Forwards,Label
www.mambazo.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.viaggrego.net,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.nelstill.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
creditagricolemeseuredesecurite.gratosba.fr,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
www.libreriatuaemia.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.lovewithjessica.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.ctt.nowurl.fun,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.phclondon.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
cutt.ly,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1
www.vegas-1.xmrpool.net,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
www.fpaw.zwmdv.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
yoga-v-e6a05.web.app,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.apalachicolabay.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.mekong.net,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.cosdesignworks.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.foodandstuff.app,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.anglodiamond.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.navlib.it,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.fantasiadesign.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.tips-info.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
www.dsmtp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.kredx.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
www.chinhdo.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
bcrxsistema.eshost.com.ar,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
www.citylandnyc.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.outerspacebacon.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.ladyalthaea.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
rollypolly.co.uk,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
www.restoreonelife.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.windowslayer.in,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
www.hasi.gr,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.tutraductora.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.cochrane.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
wandering-firefly-cf23.pgq11uij.workers.dev,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
yunsikao.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1
employueka0-738ud.web.app,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.belleslettres.eu,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.arquitectuba.com.ar,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.alborzq.ac.ir,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.cittametropolitana.fi.it,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.sibirix.ru,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.indianaconnection.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.puresteel-records.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
pixxehc-wmj-7.ml,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
www.clarksportscenter.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.bflawfirm.com.snocomb.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
uspayplap.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
www.archryazan.ru,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.quickchart.io,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.thetrain.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.unicat.be,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
storageapi.fleek.co,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.amecomputers.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.tilesandsmiles.co.uk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.ielcap.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.neocraftstudio.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.esmil.mil.ec,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.blacknbianco.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.brandmetrics.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.avalonorganics.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
wrmkivblcp.duckdns.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.peggyscoveregion.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.buses.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
tiwofiana3.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.easthamptonma.gov,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.wickedride.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.com-magazin.de,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
www.springcasual.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.stockporthomes.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
project2b-b3830.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.wnyc.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.elliottwdavid.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.tomtoy.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
bafybeibwkkknnhzghwy5mfvqcacrtrag7mpejfzxbteify35n636ck6fem.ipfs.dweb.link,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
aveafuiy3.gq,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.transporttimes.co.uk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.strahlenschutz.digital,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.dorisday.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.chaplain-ministries.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
www.binhduongleasing.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.smrt.com.sg,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
www.validserver.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.insuranceboard.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.bet596.cc,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
creditfrancecasite9.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.revelation.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.tehnologijahrane.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.foyel.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.polyu.edu.hk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.aapmr.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
laboutiquedejoudy.ch,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
www.nutraingredients.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.emoji-maker.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
www.christs.cam.ac.uk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.paihiabeach.co.nz,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
dev-enlineoccidentehna.pantheonsite.io,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.memorialmuseum.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
391952562950208xxdazbvqvqyzgkvu.sepa-00980-force-drop.oa.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
www.paradisemichigan.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.culturenet.hr,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.saveyourcaves.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
jnkhbjcgds3578377328dbcszxc3-38t5r3273w32wqe.weebly.com,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
dev-proqontoweb.pantheonsite.io,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
www.nehora.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.ridewta.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.mathdittos2.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
attyahoomail.boxmode.io,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
w0y0bz.webwave.dev,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.global.crypto.csgocpu.com,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
www.letsletalgarve.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.facebookservices.gq,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
quince16337314.brizy.site,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.surjournal.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
certificat-critair-gouv.net,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.q102.ie,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.thebureauinvestigates.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.rescoop.eu,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.odkj.fburl.fun,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
www.foodsystemsjusticeproject.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
www.thewhoresofyore.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.cubbychase5k10k.org,0,1,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.amasra.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.riogrande.com.br,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.wateengast.nl,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.cs.pitt.edu,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.blueline.mg,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
bkservagricole.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.sharestion.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.heliski.co.uk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.eblaghye-sena.ml,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
metafb-iacdqc5.web.app,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
www.renren.io,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.caperlighleft.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
www.thehouseoutfit.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
metamask-portfolio.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
www.kuboreformas.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.arvanaghi.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.rccnews.ru,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.track-trace.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
center-metamesk.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
www.idg.co.uk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.towncenterbank.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.instantstreetview.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.management-help.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.ndnmag.fr,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
pontosdemilhas16.z1.web.core.windows.net,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.onlinedatingmagazine.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.leadershipcanada.ca,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.burnham-on-sea.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
thoughttechnology.org,0,1,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
www.uplayground.online,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.mergeandcenter.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.wolfire.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.curly-wildflower-5240.on.fleek.co,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.glitzhome.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.katewhitcomb.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.friendsoftheriver.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.livinginthephilippines.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
pksl.z13.web.core.windows.net,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.sutherlendf.ga,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
smartandsavvymom.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
www.csymbol.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
aus-mygov.web.app,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.keepcincinnatibeautiful.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.goodgirlsstudio.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.serverworks.co.jp,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
v1-wallet.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
dkbup.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
qkjcnsjke23.webcindario.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.colelab.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.memberlink.net,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
tomato-qgsm-xt6e.pbsxp55s5968.workers.dev,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.kendo.web.id,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
tan-legitimation.com.de,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.boosey.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.france-montagnes.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
www.pavearkkitehdit.fi,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.turismodevigo.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.digitalmenu.mk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.jp.sharp,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
0c2f0e61-9944-40be-9eb6-305c1d541064.id.repl.co,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.bipom.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.acvs.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.injustice.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.institut-strategie.fr,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
www.c3f.navy.mil,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.thelivingjarboe.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.h6y-aj-r6-ut0-jwl-9-th9-i4k-nt1s-sz4-mk4-ahr-hf8-yi-c-6.info,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.dicksoncountytn.gov,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.royalmail.tracked-status.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.befs.org.uk,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
dev-bisaenlineasecure-login.pantheonsite.io,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.gljufrasteinn.is,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
faheema-afcu.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.rosa.ro,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.osfcu.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
myhub-bnpparibas.in,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
www.handjobheats.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.cryptorocket.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
updatemetamask.net,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.tinyatlasquarterly.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.aspensnowmasswebcam.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,1,1
www.hepa.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.bundespraesident.at,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
wordpress-940260-3268197.cloudwaysapps.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
www.aslakhellesoy.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
65-108-154-44.cprapid.com,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1
www.flaglertax.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
www.jackdb.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.taylormichaels.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.autostrach.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
safyutjnb2.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.postcarbon.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.dyson.com.sg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
onlinebankingblock--6875565.repl.co,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.tekniskamuseet.se,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.pafroa.pak-gov.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.coinwebmining.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.staffingtechnologies.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.sweatdrop.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.x.gp,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
juno-mail-106047.square.site,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
s3.amazonaws.com,0,1,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.f0531200.xsph.ru,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.ky-rafting.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
www.popoptiq.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.hashcoins.ru,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.fietsersbond.be,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.cdn314.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
cf-ipfs.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
www.apple-history.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
www.assetmacro.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.heysmokies.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
xfinity12.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
maildinshaakckjnw329.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.google.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
www.greatervalleyarea.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
cifereca.akrgov.ru,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1,1
www.bgplookingglass.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.theinvisibledog.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.dodenakkers.nl,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.graphenea.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.eylemansch.nl,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
a2fshop.ma,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
www.emezeta.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.simplynotes.in,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.igromania.ru,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.areuri.ml,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
nacionalcompany.com.br,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
www.windcave.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.sestavsisvujsvet.cz,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
mattress-z5zw-qkm2.te59edi38680.workers.dev,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
dpd.752326323.xyz,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
burghdogs.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
www.larryandcathyhomes.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.ip2location.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
medicalinvmgt.com,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1,1
www.diyachthaven.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.rankingchan.co,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
passionateintrepidrepo--pghe37483.repl.co,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.mmmmyes.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.brewdrkombucha.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.dsinatraent.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
www.taxlegal.mx,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.asa-press.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.alimoghaddas.ir,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
netflix-regularisationcompte-be.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
www.airpilots.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.jsicabinetry.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.sia.ru,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.ghostnation.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.mamkschools.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.andrewerickson.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
sksd1ltcg.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
grzegorz.buzala.info.pl,0,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
viewbienlin3a.receibienlinea3.repl.co,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.shakespeareinitaly.org.uk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.fractal-design.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
www.stupagraphia.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.prohaircut.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
www.blovedfashions.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
aol-102790.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.sensorcoatings.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.free-spinner.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
www.bwsengineering.co.za,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.allaboutturkey.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.otyfuwy.ga,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.damninteresting.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.puremovies.co.uk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
www.imggoogle.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
bio.site,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
www.ebby.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
sella.hosting.aruba.20-251-56-192.cprapid.com,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1
www.neatvideo.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.cedarville.edu,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
finishedmaguatemalarvelousflash.cristol.repl.co,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
